customer_id,snapshot_date,plan_type,months_subscribed,monthly_fee,churn_probability,risk_tier,suggested_action
4973-RLZVI,2024-12-29,annual,30,74.65,0.0253,low,No action — keep monitoring
1053-MXTTK,2024-12-25,biennial,72,108.65,0.0252,low,No action — keep monitoring
1972-XMUWV,2024-12-04,biennial,65,59.8,0.0246,low,No action — keep monitoring
5857-XRECV,2024-11-15,annual,2,20.5,0.0241,low,No action — keep monitoring
5110-CHOPY,2024-12-12,biennial,60,53.6,0.0235,low,No action — keep monitoring
5816-JMLGY,2024-12-09,biennial,70,80.4,0.0231,low,No action — keep monitoring
0345-XMMUG,2024-12-03,biennial,46,108.9,0.023,low,No action — keep monitoring
1088-AUUZZ,2024-12-09,biennial,56,75.85,0.0229,low,No action — keep monitoring
5117-ZSMHQ,2024-12-20,biennial,71,89.9,0.0227,low,No action — keep monitoring
0301-KOBTQ,2024-11-06,biennial,32,20.05,0.0226,low,No action — keep monitoring
6176-YJWAS,2024-12-22,biennial,72,97.95,0.0226,low,No action — keep monitoring
1734-ZMNTZ,2024-12-07,biennial,11,25.0,0.0226,low,No action — keep monitoring
2808-CHTDM,2024-12-23,biennial,23,25.1,0.0221,low,No action — keep monitoring
8571-ZCMCX,2024-12-08,biennial,47,60.0,0.0219,low,No action — keep monitoring
8313-AFGBW,2024-11-12,biennial,47,73.6,0.0219,low,No action — keep monitoring
1222-KJNZD,2024-12-15,monthly,40,20.4,0.0214,low,No action — keep monitoring
4531-AUZNK,2024-11-06,annual,51,95.15,0.0212,low,No action — keep monitoring
9677-AVKED,2024-12-28,annual,53,84.6,0.021,low,No action — keep monitoring
9227-UAQFT,2024-11-27,biennial,16,19.75,0.021,low,No action — keep monitoring
5320-BRKGK,2024-11-09,biennial,58,75.8,0.0209,low,No action — keep monitoring
5397-TUPSH,2024-11-06,annual,65,70.95,0.0208,low,No action — keep monitoring
1841-YSJGV,2024-12-06,biennial,72,109.95,0.0208,low,No action — keep monitoring
0813-TAXXS,2024-12-04,biennial,55,77.8,0.0206,low,No action — keep monitoring
8821-KVZKQ,2024-11-17,annual,70,58.4,0.0205,low,No action — keep monitoring
8374-UULRV,2024-11-10,biennial,72,86.05,0.0205,low,No action — keep monitoring
0254-KCJGT,2024-11-28,annual,52,81.4,0.0203,low,No action — keep monitoring
5505-OVWQW,2024-12-02,annual,17,20.15,0.02,low,No action — keep monitoring
2017-CCBLH,2024-12-05,biennial,8,20.0,0.0199,low,No action — keep monitoring
0129-QMPDR,2024-12-08,annual,44,20.5,0.0199,low,No action — keep monitoring
8173-RXAYP,2024-12-21,biennial,24,19.7,0.0198,low,No action — keep monitoring
6161-ERDGD,2024-11-22,annual,71,85.45,0.0197,low,No action — keep monitoring
3823-KYNQY,2024-11-06,annual,12,24.95,0.0194,low,No action — keep monitoring
2746-DIJLO,2024-11-15,annual,41,56.3,0.0194,low,No action — keep monitoring
3115-CZMZD,2024-12-15,biennial,0,20.25,0.0193,low,No action — keep monitoring
8007-YYPWD,2024-12-27,biennial,15,25.05,0.0192,low,No action — keep monitoring
6900-RBKER,2024-11-17,biennial,52,89.45,0.0191,low,No action — keep monitoring
9309-BZGNT,2024-11-27,annual,69,29.8,0.019,low,No action — keep monitoring
4573-JKNAE,2024-11-13,biennial,12,19.35,0.0189,low,No action — keep monitoring
3938-YFPXD,2024-11-23,biennial,72,84.3,0.0188,low,No action — keep monitoring
4451-RWASJ,2024-12-18,annual,15,19.5,0.0185,low,No action — keep monitoring
0902-RFHOF,2024-11-10,annual,38,20.1,0.0184,low,No action — keep monitoring
8441-SHIPE,2024-11-08,biennial,67,25.6,0.0179,low,No action — keep monitoring
4825-FUREZ,2024-11-22,biennial,42,20.25,0.0178,low,No action — keep monitoring
6762-QVYJO,2024-12-05,biennial,58,59.75,0.0177,low,No action — keep monitoring
4598-ZADCK,2024-12-10,annual,53,53.6,0.0171,low,No action — keep monitoring
4178-EGMON,2024-11-24,biennial,70,88.0,0.0169,low,No action — keep monitoring
1930-QPBVZ,2024-12-17,biennial,68,95.1,0.0168,low,No action — keep monitoring
6933-VLYFX,2024-12-14,annual,31,59.95,0.0168,low,No action — keep monitoring
4742-TXUEX,2024-11-21,biennial,47,19.3,0.0166,low,No action — keep monitoring
2088-IEBAU,2024-11-21,biennial,68,88.15,0.0165,low,No action — keep monitoring
1429-UYJSV,2024-11-18,annual,12,19.7,0.0165,low,No action — keep monitoring
3486-NPGST,2024-12-03,annual,36,19.55,0.0165,low,No action — keep monitoring
9695-IDRZR,2024-12-18,biennial,34,116.15,0.0162,low,No action — keep monitoring
9617-UDPEU,2024-11-17,annual,22,19.25,0.0161,low,No action — keep monitoring
7156-MXBJE,2024-12-03,annual,43,85.1,0.016,low,No action — keep monitoring
6440-DKQGE,2024-12-17,annual,30,64.5,0.0159,low,No action — keep monitoring
4518-FZBSX,2024-11-23,annual,42,20.25,0.0159,low,No action — keep monitoring
9589-ABEPT,2024-11-12,biennial,69,92.45,0.0154,low,No action — keep monitoring
6000-UKLWI,2024-12-16,biennial,41,20.15,0.015,low,No action — keep monitoring
8747-UDCOI,2024-12-18,biennial,65,19.35,0.0149,low,No action — keep monitoring
6878-GGDWG,2024-12-04,monthly,32,19.4,0.0146,low,No action — keep monitoring
2266-FUBDZ,2024-12-19,biennial,15,19.35,0.0146,low,No action — keep monitoring
4940-KHCWD,2024-11-18,biennial,60,37.7,0.0146,low,No action — keep monitoring
2995-YWTCD,2024-12-10,biennial,19,24.9,0.0145,low,No action — keep monitoring
8067-NIOYM,2024-12-05,biennial,24,21.1,0.0145,low,No action — keep monitoring
6479-VDGRK,2024-11-08,biennial,72,85.3,0.0144,low,No action — keep monitoring
2892-GESUL,2024-12-25,biennial,18,19.35,0.0143,low,No action — keep monitoring
2296-DKZFP,2024-12-02,biennial,65,71.0,0.0142,low,No action — keep monitoring
9086-YJYXS,2024-12-11,annual,34,77.2,0.0139,low,No action — keep monitoring
2252-NKNSI,2024-11-22,biennial,52,85.15,0.0137,low,No action — keep monitoring
8606-OEGQZ,2024-12-18,biennial,18,25.3,0.0136,low,No action — keep monitoring
9225-BZLNZ,2024-11-06,biennial,72,85.25,0.0133,low,No action — keep monitoring
8510-BBWMU,2024-12-19,annual,41,19.75,0.0132,low,No action — keep monitoring
5338-YHWYT,2024-12-17,biennial,37,61.45,0.0127,low,No action — keep monitoring
5442-PPTJY,2024-12-07,biennial,12,19.7,0.0126,low,No action — keep monitoring
8884-MRNSU,2024-12-14,annual,17,19.9,0.0125,low,No action — keep monitoring
1498-NHTLT,2024-12-02,biennial,59,86.75,0.0124,low,No action — keep monitoring
1814-WFGVS,2024-11-08,biennial,72,48.9,0.0122,low,No action — keep monitoring
3721-CNZHX,2024-12-13,annual,15,19.8,0.0119,low,No action — keep monitoring
9762-YAQAA,2024-12-19,annual,39,81.4,0.0117,low,No action — keep monitoring
2126-GSEGL,2024-12-20,biennial,70,84.8,0.0116,low,No action — keep monitoring
6827-IEAUQ,2024-12-15,annual,27,66.15,0.0115,low,No action — keep monitoring
3721-WKIIL,2024-11-29,biennial,27,19.6,0.0114,low,No action — keep monitoring
8259-DZLIZ,2024-11-14,annual,64,53.85,0.0114,low,No action — keep monitoring
6195-MELTI,2024-11-24,annual,57,54.65,0.0113,low,No action — keep monitoring
4006-HKYHO,2024-12-04,biennial,63,86.7,0.0112,low,No action — keep monitoring
7996-MHXLW,2024-11-30,biennial,66,25.15,0.0111,low,No action — keep monitoring
3174-AKMAS,2024-11-16,biennial,46,64.2,0.011,low,No action — keep monitoring
0533-UCAAU,2024-11-29,annual,57,71.1,0.0108,low,No action — keep monitoring
9847-HNVGP,2024-12-10,annual,17,19.95,0.0107,low,No action — keep monitoring
3569-JFODW,2024-11-07,biennial,72,90.95,0.0105,low,No action — keep monitoring
2649-HWLYB,2024-12-28,biennial,65,76.15,0.0104,low,No action — keep monitoring
1371-OJCEK,2024-11-10,annual,48,24.35,0.0104,low,No action — keep monitoring
4877-TSOFF,2024-11-07,annual,55,75.75,0.0102,low,No action — keep monitoring
7850-THJMU,2024-12-25,biennial,26,19.65,0.01,low,No action — keep monitoring
8727-XDPUD,2024-12-28,biennial,37,35.8,0.0099,low,No action — keep monitoring
2065-MMKGR,2024-11-16,annual,29,71.0,0.0099,low,No action — keep monitoring
8606-CIQUL,2024-11-09,biennial,72,115.75,0.0096,low,No action — keep monitoring
3474-BAFSJ,2024-11-19,biennial,57,57.5,0.0094,low,No action — keep monitoring
1221-GHZEP,2024-12-07,biennial,62,65.1,0.0094,low,No action — keep monitoring
5446-DKWYW,2024-12-18,annual,61,65.2,0.0092,low,No action — keep monitoring
4654-ULTTN,2024-12-19,biennial,70,74.8,0.0091,low,No action — keep monitoring
4312-KFRXN,2024-12-18,biennial,72,25.4,0.0091,low,No action — keep monitoring
3807-BPOMJ,2024-12-30,annual,55,94.75,0.0088,low,No action — keep monitoring
3146-MSEGF,2024-11-24,biennial,72,88.05,0.0087,low,No action — keep monitoring
3779-OSWCF,2024-11-23,biennial,71,93.2,0.0083,low,No action — keep monitoring
7306-YDSOI,2024-11-15,biennial,69,59.75,0.0083,low,No action — keep monitoring
2324-AALNO,2024-12-09,annual,48,24.55,0.0083,low,No action — keep monitoring
5980-BDHPY,2024-11-09,biennial,72,87.1,0.0082,low,No action — keep monitoring
5676-CFLYY,2024-11-17,biennial,71,73.35,0.0082,low,No action — keep monitoring
6725-TPKJO,2024-11-05,biennial,44,20.05,0.008,low,No action — keep monitoring
2027-DNKIV,2024-11-17,annual,37,58.75,0.008,low,No action — keep monitoring
8857-CUPFQ,2024-12-02,biennial,63,19.25,0.0077,low,No action — keep monitoring
1422-DGUBX,2024-11-14,annual,32,79.25,0.0075,low,No action — keep monitoring
1265-ZFOSD,2024-12-01,biennial,64,81.3,0.0075,low,No action — keep monitoring
1619-YWUBB,2024-11-10,biennial,68,24.95,0.0074,low,No action — keep monitoring
3978-YNKDD,2024-12-26,biennial,19,20.85,0.0074,low,No action — keep monitoring
4817-KEQSP,2024-12-24,biennial,71,19.85,0.0073,low,No action — keep monitoring
8908-NMQTX,2024-12-29,biennial,72,65.6,0.0072,low,No action — keep monitoring
1089-XZWHH,2024-12-24,biennial,24,19.7,0.0071,low,No action — keep monitoring
4635-EJYPD,2024-11-10,biennial,32,18.95,0.007,low,No action — keep monitoring
5993-JSUWV,2024-12-30,biennial,66,61.15,0.007,low,No action — keep monitoring
6729-FZWSY,2024-12-26,annual,67,19.45,0.0069,low,No action — keep monitoring
3284-SVCRO,2024-12-21,biennial,45,25.5,0.0069,low,No action — keep monitoring
5465-BUBFA,2024-12-07,biennial,41,19.3,0.0068,low,No action — keep monitoring
7131-ZQZNK,2024-11-19,biennial,60,59.85,0.0067,low,No action — keep monitoring
5519-TEEUH,2024-11-20,annual,33,20.15,0.0067,low,No action — keep monitoring
0936-NQLJU,2024-11-22,biennial,41,20.65,0.0063,low,No action — keep monitoring
7216-KAOID,2024-11-23,annual,41,19.5,0.0062,low,No action — keep monitoring
3638-VBZTA,2024-12-22,biennial,68,86.5,0.0062,low,No action — keep monitoring
4452-ROHMO,2024-11-19,biennial,15,19.6,0.0062,low,No action — keep monitoring
9258-CNWAC,2024-11-18,biennial,71,113.65,0.0061,low,No action — keep monitoring
7515-LODFU,2024-11-23,biennial,69,20.3,0.0061,low,No action — keep monitoring
7688-AWMDX,2024-12-25,biennial,71,54.5,0.006,low,No action — keep monitoring
8046-DNVTL,2024-12-05,biennial,62,38.6,0.006,low,No action — keep monitoring
0048-PIHNL,2024-11-13,annual,49,20.45,0.0059,low,No action — keep monitoring
2729-VNVAP,2024-11-27,biennial,33,19.8,0.0059,low,No action — keep monitoring
0854-UYHZD,2024-12-20,biennial,13,19.55,0.0058,low,No action — keep monitoring
4565-EVZMJ,2024-11-08,annual,47,58.9,0.0058,low,No action — keep monitoring
0531-XBKMM,2024-11-27,biennial,66,65.7,0.0056,low,No action — keep monitoring
7033-CLAMM,2024-11-27,biennial,48,20.2,0.0053,low,No action — keep monitoring
3884-UEBXB,2024-11-26,biennial,67,36.15,0.0052,low,No action — keep monitoring
0454-OKRCT,2024-12-07,biennial,33,80.6,0.0052,low,No action — keep monitoring
5124-EOGYE,2024-12-07,biennial,31,20.45,0.0049,low,No action — keep monitoring
6518-KZXCB,2024-12-08,biennial,22,25.25,0.0049,low,No action — keep monitoring
7089-RKVSZ,2024-12-04,annual,8,24.4,0.0048,low,No action — keep monitoring
1337-BOZWO,2024-12-25,annual,18,46.4,0.0048,low,No action — keep monitoring
2274-XUATA,2024-11-19,biennial,72,63.1,0.0047,low,No action — keep monitoring
7632-YUTXB,2024-11-12,annual,25,20.05,0.0047,low,No action — keep monitoring
5170-PTRKA,2024-11-30,annual,49,35.8,0.0046,low,No action — keep monitoring
7975-JMZNT,2024-11-08,biennial,66,91.7,0.0046,low,No action — keep monitoring
4018-PPNDW,2024-11-24,biennial,61,24.1,0.0045,low,No action — keep monitoring
3777-XROBG,2024-12-16,biennial,58,19.55,0.0045,low,No action — keep monitoring
5803-NQJZO,2024-11-21,biennial,72,67.8,0.0045,low,No action — keep monitoring
8749-TZYEC,2024-11-11,biennial,72,24.8,0.0044,low,No action — keep monitoring
8966-SNIZF,2024-12-11,biennial,70,19.45,0.0043,low,No action — keep monitoring
4957-SREEC,2024-12-19,biennial,70,20.35,0.0042,low,No action — keep monitoring
1248-DYXUB,2024-11-26,biennial,52,24.8,0.0041,low,No action — keep monitoring
8327-WKMIE,2024-11-17,annual,37,20.15,0.004,low,No action — keep monitoring
0042-RLHYP,2024-12-15,biennial,69,19.7,0.0038,low,No action — keep monitoring
6481-LXPWL,2024-11-23,annual,56,36.1,0.0038,low,No action — keep monitoring
4915-BFSXL,2024-11-06,biennial,70,68.95,0.0038,low,No action — keep monitoring
2121-JAFOM,2024-12-19,biennial,72,115.55,0.0038,low,No action — keep monitoring
4707-YNOQA,2024-12-27,annual,34,25.6,0.0037,low,No action — keep monitoring
0048-LUMLS,2024-12-25,annual,37,91.2,0.0035,low,No action — keep monitoring
6203-HBZPA,2024-12-26,biennial,52,63.9,0.0035,low,No action — keep monitoring
4656-CAURT,2024-11-22,biennial,69,23.95,0.0034,low,No action — keep monitoring
3967-KXAPS,2024-12-06,biennial,72,92.3,0.0031,low,No action — keep monitoring
0835-DUUIQ,2024-12-12,annual,24,21.05,0.0031,low,No action — keep monitoring
6348-SNFUS,2024-12-17,biennial,72,55.45,0.0031,low,No action — keep monitoring
2040-XBAVJ,2024-12-26,biennial,72,114.45,0.0028,low,No action — keep monitoring
7399-QHBJS,2024-12-14,biennial,72,66.75,0.0028,low,No action — keep monitoring
5044-XDPYX,2024-11-25,biennial,51,25.5,0.0026,low,No action — keep monitoring
5346-BZCHP,2024-12-04,biennial,69,19.4,0.0026,low,No action — keep monitoring
3457-PQBYH,2024-11-22,biennial,58,20.3,0.0026,low,No action — keep monitoring
9500-WBGRP,2024-12-12,biennial,69,19.1,0.0025,low,No action — keep monitoring
9499-XPZXM,2024-12-18,biennial,72,64.75,0.0024,low,No action — keep monitoring
8780-IHCRN,2024-11-19,biennial,63,24.65,0.0024,low,No action — keep monitoring
4057-FKCZK,2024-11-12,biennial,58,82.5,0.0023,low,No action — keep monitoring
7416-CKTEP,2024-12-01,biennial,57,19.6,0.0022,low,No action — keep monitoring
7061-OVMIM,2024-11-23,annual,30,19.55,0.0022,low,No action — keep monitoring
1830-IPXVJ,2024-12-20,biennial,61,19.75,0.0022,low,No action — keep monitoring
6425-JWTDV,2024-11-24,biennial,48,19.25,0.0021,low,No action — keep monitoring
8043-PNYSD,2024-11-18,biennial,63,19.55,0.0021,low,No action — keep monitoring
2226-ICFDO,2024-12-29,biennial,72,85.9,0.0018,low,No action — keep monitoring
6898-RBTLU,2024-11-30,biennial,49,79.3,0.0018,low,No action — keep monitoring
1291-CUOCY,2024-11-13,biennial,72,110.6,0.0018,low,No action — keep monitoring
4676-WLUHT,2024-12-01,biennial,54,46.2,0.0017,low,No action — keep monitoring
1092-WPIVQ,2024-12-08,biennial,18,25.1,0.0017,low,No action — keep monitoring
0621-TSSMU,2024-11-15,annual,56,19.95,0.0016,low,No action — keep monitoring
1591-XWLGB,2024-12-13,biennial,71,19.85,0.0015,low,No action — keep monitoring
9916-AYHTC,2024-12-04,biennial,48,19.85,0.0011,low,No action — keep monitoring
9593-CVZKR,2024-11-09,biennial,56,24.45,0.001,low,No action — keep monitoring
6188-UXBBR,2024-11-29,annual,38,20.25,0.0009,low,No action — keep monitoring
1459-QNFQT,2024-12-13,biennial,70,59.5,0.0009,low,No action — keep monitoring
0704-VCUMB,2024-11-19,biennial,61,20.25,0.0007,low,No action — keep monitoring
5793-YOLJN,2024-12-13,biennial,55,21.0,0.0007,low,No action — keep monitoring
1568-BEKZM,2024-11-27,biennial,70,90.05,0.0007,low,No action — keep monitoring
9150-KPBJQ,2024-11-12,biennial,6,19.65,0.0006,low,No action — keep monitoring
2626-VEEWG,2024-11-07,biennial,67,19.4,0.0006,low,No action — keep monitoring
9153-BTBVV,2024-12-25,biennial,71,25.0,0.0006,low,No action — keep monitoring
5457-COLHT,2024-12-17,biennial,69,80.65,0.0005,low,No action — keep monitoring
3279-DYZQM,2024-12-03,biennial,71,19.45,0.0005,low,No action — keep monitoring
6848-HJTXY,2024-12-19,biennial,64,19.45,0.0005,low,No action — keep monitoring
1635-NZATJ,2024-12-24,biennial,71,25.45,0.0004,low,No action — keep monitoring
4979-HPRFL,2024-12-17,biennial,56,24.15,0.0004,low,No action — keep monitoring
7274-CGTOD,2024-11-25,biennial,62,43.7,0.0002,low,No action — keep monitoring
5804-JMYIO,2024-12-08,biennial,39,19.75,0.0001,low,No action — keep monitoring
0277-ORXQS,2024-12-14,biennial,66,50.55,0.0001,low,No action — keep monitoring
8917-SZTTJ,2024-12-23,biennial,60,19.65,0.0,low,No action — keep monitoring
9102-OXKFY,2024-12-12,biennial,59,54.15,0.0,low,No action — keep monitoring
4735-BJKOU,2024-11-10,biennial,40,20.15,0.0,low,No action — keep monitoring
9114-DPSIA,2024-12-20,biennial,72,81.0,0.0,low,No action — keep monitoring
6701-DHKWQ,2024-11-06,biennial,61,51.35,0.0,low,No action — keep monitoring
8165-CBKXO,2024-11-10,biennial,66,56.75,0.0,low,No action — keep monitoring
