customer_id,months_subscribed,monthly_fee,total_spend,plan_type,payment_method,paperless_billing,is_senior,has_partner,has_dependents,addon_services,logins_30d,features_used,open_tickets_30d,days_since_last_interaction,usage_change_pct,snapshot_date,churn_30d
4007-NHVHI,56,96.85,5219.65,monthly,Electronic check,1,1,0,0,3,15,7,0,4,24.9,2024-07-14,0
6583-SZVGP,48,108.1,5067.45,biennial,Bank transfer (automatic),1,0,0,0,4,18,10,1,0,-22.8,2024-07-14,0
0932-YIXYU,47,20.25,1029.8,biennial,Credit card (automatic),0,0,0,0,0,24,10,1,8,26.4,2024-07-14,0
2405-LBMUW,61,50.7,3088.75,annual,Bank transfer (automatic),1,0,1,1,4,27,7,1,2,-24.0,2024-07-14,0
3370-HXOPH,3,76.1,257.6,monthly,Electronic check,0,0,0,0,0,13,9,1,19,34.2,2024-07-15,0
9919-FZDED,72,84.1,5981.65,biennial,Credit card (automatic),1,1,1,0,5,29,2,3,10,-20.7,2024-07-15,0
3307-TLCUD,17,34.4,592.75,monthly,Mailed check,0,0,1,0,2,22,9,2,31,-2.0,2024-07-15,0
6603-QWSPR,46,104.4,4904.2,biennial,Bank transfer (automatic),1,0,0,0,5,25,6,1,8,23.3,2024-07-15,0
1735-XMJVH,8,19.35,152.6,monthly,Mailed check,1,0,1,1,0,27,3,0,3,-6.4,2024-07-15,0
4377-VDHYI,32,90.8,3023.85,annual,Electronic check,1,0,1,1,3,13,5,0,9,-30.7,2024-07-15,0
2253-KPMNB,69,46.25,3121.4,biennial,Bank transfer (automatic),0,0,1,1,4,19,6,0,0,38.7,2024-07-15,0
1964-SVLEA,20,19.7,415.9,annual,Mailed check,1,0,0,0,0,16,8,0,14,-7.7,2024-07-15,0
7596-ZYWBB,65,59.6,3739.8,biennial,Mailed check,1,0,0,0,3,11,2,0,10,7.3,2024-07-15,0
8709-KRDVL,33,100.0,3320.6,monthly,Electronic check,1,0,0,0,3,28,2,1,13,25.8,2024-07-15,0
1136-XGEQU,50,84.15,4164.4,annual,Credit card (automatic),1,0,1,1,5,6,7,1,12,-19.4,2024-07-15,0
5916-QEWPT,2,69.0,147.8,monthly,Credit card (automatic),0,0,1,0,3,22,6,1,5,-15.1,2024-07-15,0
9133-AYJZG,23,98.7,2249.1,monthly,Credit card (automatic),1,0,0,0,3,26,6,1,3,-8.6,2024-07-15,0
4813-HQMGZ,8,90.25,743.75,monthly,Electronic check,1,0,1,0,2,9,7,2,0,-29.4,2024-07-15,0
8468-FZTOE,72,74.35,5237.4,biennial,Electronic check,1,0,1,1,5,20,7,0,0,11.3,2024-07-16,0
8766-PAFNE,71,79.1,5564.85,biennial,Credit card (automatic),1,0,1,0,5,17,9,0,14,-15.5,2024-07-16,0
2294-DMMUS,62,70.45,4300.45,monthly,Credit card (automatic),1,0,1,1,2,24,6,0,15,0.3,2024-07-16,0
5827-MWCZK,56,96.95,5432.2,monthly,Credit card (automatic),1,0,1,1,3,27,7,0,7,-12.7,2024-07-16,0
6350-XFYGW,4,94.75,422.4,monthly,Electronic check,1,1,0,0,3,32,6,1,18,-19.7,2024-07-16,0
6258-NGCNG,7,23.5,173.0,monthly,Mailed check,0,0,0,0,0,10,4,2,2,12.1,2024-07-16,0
1131-ALZWV,24,24.6,605.25,annual,Bank transfer (automatic),0,0,0,0,0,7,5,2,6,1.3,2024-07-16,0
9154-QDGTH,43,104.3,4451.85,annual,Credit card (automatic),1,0,1,1,4,22,5,0,0,-6.2,2024-07-16,0
1557-EMYVT,43,115.05,4895.1,biennial,Credit card (automatic),0,0,0,0,6,10,8,1,11,36.7,2024-07-16,0
1057-FOGLZ,18,19.65,391.7,monthly,Mailed check,0,0,0,0,0,22,8,1,3,40.9,2024-07-16,0
6139-ZZRBQ,64,20.05,1198.05,biennial,Bank transfer (automatic),1,1,0,0,0,15,2,0,15,-10.4,2024-07-16,0
8908-SLFCJ,21,20.85,435.25,biennial,Credit card (automatic),1,0,0,0,0,16,9,0,0,-22.5,2024-07-16,0
1042-HFUCW,25,54.75,1266.35,annual,Credit card (automatic),1,0,0,1,2,25,5,0,18,-3.2,2024-07-16,0
8069-YQQAJ,14,31.1,419.7,monthly,Mailed check,1,0,0,0,1,29,5,0,0,7.2,2024-07-16,0
1216-JWVUX,25,75.5,1901.05,monthly,Electronic check,1,0,1,1,1,21,7,0,6,-5.4,2024-07-17,0
0436-TWFFZ,67,85.25,5714.2,biennial,Mailed check,1,0,0,0,5,22,1,0,15,-1.7,2024-07-17,0
1907-YLNYW,8,66.7,579.0,monthly,Electronic check,1,0,0,0,3,21,2,0,3,17.1,2024-07-17,0
7665-NKLAV,36,40.65,1547.35,biennial,Credit card (automatic),0,0,1,1,3,24,9,0,8,-27.8,2024-07-17,0
6199-IPCAO,29,26.1,692.55,biennial,Mailed check,0,0,1,1,0,12,4,0,3,-10.3,2024-07-17,0
3969-GYXEL,11,76.4,838.7,monthly,Electronic check,0,0,0,0,1,19,10,0,9,0.6,2024-07-17,0
2586-CWXVV,54,30.4,1621.35,monthly,Electronic check,0,0,1,0,1,9,7,0,2,-8.6,2024-07-18,0
9741-YLNTD,6,87.95,522.35,monthly,Bank transfer (automatic),1,0,0,0,2,12,5,0,5,18.3,2024-07-18,0
0459-SPZHJ,63,83.5,5435.0,biennial,Credit card (automatic),0,0,1,1,5,20,3,1,18,-12.8,2024-07-18,0
7609-YBPXG,54,87.1,4735.2,biennial,Bank transfer (automatic),0,0,0,0,5,15,9,0,11,37.9,2024-07-18,0
4039-PIMHX,49,49.8,2398.4,biennial,Mailed check,0,1,1,0,1,15,3,0,0,24.5,2024-07-18,0
6614-YWYSC,61,25.0,1501.75,biennial,Bank transfer (automatic),0,1,1,0,0,20,3,0,0,6.1,2024-07-18,0
4803-AXVYP,38,99.55,3734.25,monthly,Electronic check,1,1,0,0,3,8,3,0,22,-22.4,2024-07-18,1
4367-NUYAO,0,25.75,0.0,biennial,Mailed check,0,0,1,1,0,14,2,1,10,-25.0,2024-07-18,0
1696-MZVAU,39,25.25,947.75,annual,Credit card (automatic),1,0,1,1,0,11,8,1,0,-21.7,2024-07-18,0
0564-MUUQK,20,95.5,1916.2,monthly,Bank transfer (automatic),1,0,1,1,3,15,5,1,5,36.2,2024-07-18,0
5778-BVOFB,9,59.5,530.05,monthly,Bank transfer (automatic),1,0,0,0,2,16,9,1,8,-10.9,2024-07-18,0
5939-XAIXZ,19,56.1,1033.9,monthly,Mailed check,1,0,0,0,1,9,6,0,11,-23.3,2024-07-18,0
5153-RTHKF,34,85.35,2896.6,monthly,Electronic check,0,0,0,0,1,16,9,1,24,19.7,2024-07-18,0
3365-SAIGS,17,83.55,1329.15,monthly,Electronic check,1,0,0,0,2,3,10,1,2,24.1,2024-07-18,0
9705-IOVQQ,61,99.0,5969.3,annual,Electronic check,0,1,1,1,3,15,5,1,6,-12.6,2024-07-18,0
6075-SLNIL,38,95.1,3691.2,monthly,Credit card (automatic),1,0,0,0,3,25,1,1,38,8.8,2024-07-18,0
1399-UBQIU,11,69.35,712.25,monthly,Electronic check,1,0,0,0,3,15,5,0,17,-3.3,2024-07-19,0
0076-LVEPS,29,45.0,1242.45,monthly,Mailed check,1,0,0,1,4,20,8,0,2,44.8,2024-07-19,0
2522-WLNSF,34,64.2,2106.3,annual,Bank transfer (automatic),0,1,1,0,3,12,7,0,17,-51.1,2024-07-19,0
6771-XWBDM,57,104.5,5921.35,monthly,Credit card (automatic),1,0,1,0,4,14,6,1,20,-54.6,2024-07-19,1
7605-SNLQG,45,50.25,2221.55,monthly,Credit card (automatic),1,0,1,0,1,7,4,0,3,-12.0,2024-07-19,0
2293-IJWPS,57,100.75,5985.0,annual,Credit card (automatic),1,0,1,0,3,4,7,0,9,6.1,2024-07-19,0
2956-GGUCQ,24,78.85,1772.25,monthly,Electronic check,1,1,1,0,1,3,4,0,21,-25.4,2024-07-19,1
4741-WWJQZ,2,80.15,194.55,monthly,Electronic check,1,0,1,0,2,21,5,0,10,5.4,2024-07-19,0
8272-ONJLV,12,95.7,1184.0,annual,Electronic check,0,0,0,0,3,0,6,1,3,-18.3,2024-07-19,0
7924-GJZFI,25,69.3,1813.1,monthly,Electronic check,1,1,1,0,0,20,2,1,12,-4.3,2024-07-19,0
7721-DVEKZ,1,19.65,19.65,monthly,Mailed check,0,0,0,0,0,8,6,0,1,-2.7,2024-07-19,0
5183-SNMJQ,10,95.1,865.1,monthly,Credit card (automatic),1,0,0,0,3,28,7,4,34,-17.6,2024-07-19,0
8782-NUUOL,60,79.0,4801.1,annual,Mailed check,0,0,0,0,5,21,6,1,15,18.9,2024-07-19,0
1767-TGTKO,8,45.45,411.75,monthly,Electronic check,1,0,1,1,0,25,8,1,12,-8.2,2024-07-19,0
2880-FPNAE,2,74.2,140.1,monthly,Electronic check,1,1,1,0,1,18,9,1,21,15.8,2024-07-19,0
2176-LVPNX,71,89.85,6293.45,biennial,Mailed check,0,1,0,0,6,6,6,1,6,8.0,2024-07-19,0
9803-FTJCG,71,66.85,4748.7,annual,Credit card (automatic),1,0,1,1,3,0,4,0,15,-0.6,2024-07-19,0
4654-GGUII,18,40.2,711.95,annual,Mailed check,1,0,0,0,3,11,8,3,2,25.3,2024-07-19,0
0002-ORFBO,9,65.6,593.3,annual,Mailed check,1,0,1,1,3,27,10,1,5,6.6,2024-07-19,0
5149-CUZUJ,28,92.9,2768.35,annual,Bank transfer (automatic),0,0,1,1,4,26,3,0,0,22.1,2024-07-20,0
6896-SRVYQ,44,73.85,3122.4,monthly,Electronic check,0,1,0,0,1,23,8,1,15,-8.1,2024-07-20,0
4732-RRJZC,7,20.25,144.35,monthly,Mailed check,0,0,1,1,0,1,4,0,11,-4.7,2024-07-20,0
5327-CNLUQ,48,96.9,4473.45,biennial,Bank transfer (automatic),1,0,1,0,4,26,8,1,10,-5.7,2024-07-20,0
2786-GCDPI,50,104.95,5222.35,monthly,Electronic check,1,1,0,0,4,10,4,0,15,-28.5,2024-07-20,0
5583-EJXRD,44,54.05,2375.2,biennial,Credit card (automatic),1,0,1,1,5,25,6,0,7,21.9,2024-07-20,0
2154-KVJFF,15,79.75,1111.85,monthly,Electronic check,1,0,0,0,1,10,5,1,26,-70.0,2024-07-20,1
6969-MVBAI,9,90.1,816.8,monthly,Electronic check,1,1,0,0,2,5,5,1,14,19.5,2024-07-20,0
6701-YVNQG,72,88.7,6301.7,biennial,Credit card (automatic),1,0,1,0,6,22,3,2,16,-8.9,2024-07-20,0
3071-VBYPO,3,89.85,248.4,monthly,Electronic check,0,0,1,1,3,6,6,1,4,2.4,2024-07-20,0
6476-YHMGA,15,76.5,1155.6,monthly,Bank transfer (automatic),0,0,1,1,5,9,7,0,12,-54.1,2024-07-20,0
5527-ACHSO,11,70.5,829.3,monthly,Mailed check,0,0,0,0,3,5,9,1,10,19.2,2024-07-21,0
8495-LJDFO,64,108.95,7111.3,monthly,Bank transfer (automatic),1,1,0,0,5,21,6,0,0,1.6,2024-07-21,0
7519-JTWQH,69,110.5,7455.45,biennial,Bank transfer (automatic),1,0,0,0,5,4,6,0,17,4.7,2024-07-21,0
1741-WTPON,56,115.85,6567.9,biennial,Mailed check,0,0,1,1,6,20,3,0,7,37.5,2024-07-21,0
3850-OKINF,71,66.2,4692.55,annual,Electronic check,1,0,1,1,2,5,4,0,19,-9.5,2024-07-21,0
2207-QPJED,37,90.0,3371.75,monthly,Electronic check,0,1,1,0,3,23,6,1,14,42.8,2024-07-21,0
7337-CINUD,8,19.5,159.35,biennial,Bank transfer (automatic),0,0,1,1,0,17,10,1,4,11.9,2024-07-21,0
5701-YVSVF,11,82.9,880.05,monthly,Electronic check,1,1,1,0,2,23,7,2,6,16.8,2024-07-21,0
7338-ERIVA,39,45.05,1790.6,annual,Bank transfer (automatic),0,0,0,1,3,0,0,0,16,-25.7,2024-07-21,0
0973-KYVNF,72,70.65,5011.15,biennial,Credit card (automatic),1,0,1,1,4,16,6,0,1,-7.4,2024-07-21,0
4291-SHSBH,7,69.55,521.35,monthly,Electronic check,1,0,0,0,0,1,2,1,13,-11.1,2024-07-21,0
8216-AZUUZ,42,100.4,4303.65,biennial,Electronic check,1,0,1,1,4,19,3,0,20,-15.6,2024-07-21,0
3987-KQDDU,9,75.6,661.55,monthly,Electronic check,0,0,0,0,1,15,5,0,7,-10.6,2024-07-21,0
9373-WSLOY,33,50.0,1750.85,monthly,Electronic check,1,1,1,0,4,18,8,1,20,28.1,2024-07-21,0
3750-RNQKR,12,19.45,246.25,monthly,Mailed check,0,0,0,0,0,30,3,0,2,6.2,2024-07-21,0
7321-KKSDU,32,20.5,696.8,biennial,Mailed check,0,0,0,1,0,2,8,0,3,22.6,2024-07-21,0
0608-JDVEC,50,19.8,1013.2,biennial,Electronic check,0,0,1,0,0,15,4,0,15,2.5,2024-07-22,0
9591-YVTEB,55,44.85,2479.05,monthly,Electronic check,1,1,0,0,3,9,2,0,15,4.7,2024-07-22,0
4176-FXYBO,54,109.55,6118.95,monthly,Electronic check,0,0,1,0,5,28,5,0,14,35.4,2024-07-22,0
2452-SNHFZ,47,75.45,3545.1,monthly,Credit card (automatic),0,0,0,0,1,33,0,0,5,-1.6,2024-07-22,0
4077-HWUYD,72,87.55,6463.15,biennial,Bank transfer (automatic),1,0,1,1,6,9,9,1,0,-12.3,2024-07-22,0
5402-HTOTQ,16,55.3,875.35,monthly,Electronic check,0,0,0,0,1,12,7,0,0,4.2,2024-07-22,0
8164-OCKUJ,59,20.6,1286.0,biennial,Mailed check,0,0,1,1,0,11,3,0,9,2.7,2024-07-22,0
8859-AXJZP,39,23.8,903.8,biennial,Mailed check,1,0,1,1,0,21,8,0,0,22.6,2024-07-22,0
1834-ABKHQ,52,50.95,2610.65,annual,Bank transfer (automatic),1,0,1,1,1,14,3,0,23,31.3,2024-07-22,0
8213-TAZPM,69,108.75,7493.05,annual,Bank transfer (automatic),1,0,1,1,5,30,3,0,11,25.9,2024-07-22,0
6137-NICCO,6,94.05,518.75,monthly,Mailed check,1,0,1,1,3,11,5,0,25,-7.3,2024-07-22,0
9172-ANCRX,10,98.7,973.25,monthly,Electronic check,1,0,0,0,3,4,5,1,12,-16.1,2024-07-22,1
2796-UUZZO,63,80.3,4896.35,monthly,Credit card (automatic),1,0,1,1,2,12,4,3,4,-4.3,2024-07-22,0
1084-MNSMJ,51,85.5,4421.95,biennial,Credit card (automatic),0,0,1,1,6,7,3,0,12,-13.3,2024-07-23,0
5160-UXJED,17,44.6,681.4,annual,Mailed check,0,0,0,1,0,17,5,0,0,1.0,2024-07-23,0
6211-WWLTF,63,99.7,6330.4,biennial,Credit card (automatic),0,0,1,0,4,17,10,1,13,11.9,2024-07-23,0
4063-EIKNQ,11,20.95,267.35,monthly,Bank transfer (automatic),0,0,1,1,0,13,7,2,7,37.8,2024-07-23,0
4091-TVOCN,48,78.75,3682.45,annual,Credit card (automatic),1,0,0,1,4,28,1,1,14,17.3,2024-07-23,0
4737-AQCPU,72,72.1,5016.65,biennial,Credit card (automatic),0,0,1,1,4,21,7,0,15,20.5,2024-07-23,0
1469-LBJQJ,66,105.2,6936.85,monthly,Electronic check,1,0,1,0,4,17,4,1,2,4.4,2024-07-23,0
8715-KKTFG,61,103.3,6518.35,annual,Bank transfer (automatic),1,0,1,0,4,10,10,0,11,10.0,2024-07-23,0
8582-KRHPJ,50,35.0,1782.4,monthly,Mailed check,1,0,0,0,2,15,10,0,5,-12.0,2024-07-23,0
1918-ZBFQJ,13,79.25,1111.65,monthly,Electronic check,1,0,0,0,2,17,4,0,14,-34.8,2024-07-23,1
7643-RCHXS,63,19.35,1263.85,biennial,Electronic check,0,0,1,1,0,9,1,2,7,1.8,2024-07-23,0
5789-LDFXO,24,24.6,592.65,annual,Electronic check,0,0,0,0,0,22,5,2,7,30.7,2024-07-24,0
9885-CSMWE,1,78.45,78.45,monthly,Electronic check,0,1,0,0,1,11,6,1,26,5.2,2024-07-24,1
5795-KTGUD,68,110.8,7553.6,biennial,Bank transfer (automatic),1,0,1,0,5,20,7,0,15,-35.6,2024-07-24,0
6765-MBQNU,26,26.0,684.05,annual,Mailed check,0,0,1,0,0,9,5,1,12,-25.9,2024-07-24,0
9873-MNDKV,11,44.65,472.25,monthly,Mailed check,1,0,0,0,0,16,5,0,20,-7.3,2024-07-24,0
8098-TDCBU,42,25.25,1108.2,biennial,Electronic check,0,0,1,0,0,22,5,0,13,-30.9,2024-07-24,0
7233-PAHHL,66,84.0,5714.25,biennial,Mailed check,1,0,1,1,5,6,7,0,0,-6.4,2024-07-24,0
2193-SFWQW,72,111.95,8033.1,biennial,Bank transfer (automatic),0,0,1,1,6,24,10,0,0,-16.9,2024-07-24,0
7781-HVGMK,72,65.2,4784.45,biennial,Credit card (automatic),1,0,1,1,6,9,7,1,0,-7.2,2024-07-24,0
4359-INNWN,17,20.05,337.9,annual,Credit card (automatic),0,0,0,0,0,16,3,1,7,25.9,2024-07-24,0
2669-OIDSD,48,100.05,4834.0,monthly,Credit card (automatic),1,0,1,0,4,8,1,1,10,31.5,2024-07-24,0
2739-CACDQ,17,82.65,1470.05,monthly,Credit card (automatic),1,1,0,0,1,20,10,0,6,16.0,2024-07-24,0
5067-DGXLL,2,20.25,36.8,monthly,Mailed check,0,0,0,0,0,20,6,0,1,-40.1,2024-07-24,0
3653-NCRDJ,43,19.2,776.25,annual,Mailed check,1,0,1,1,0,15,5,0,22,26.7,2024-07-24,0
5168-MQQCA,72,108.5,8003.8,annual,Bank transfer (automatic),1,0,1,0,5,20,7,1,8,-15.0,2024-07-24,0
1839-FBNFR,39,19.85,854.8,biennial,Bank transfer (automatic),1,0,1,1,0,18,7,0,14,18.8,2024-07-24,0
0847-HGRML,62,20.0,1250.1,biennial,Bank transfer (automatic),0,0,0,1,0,13,10,0,0,23.4,2024-07-24,0
8818-DOPVL,46,104.45,4863.85,monthly,Electronic check,1,1,0,0,4,13,5,1,7,56.3,2024-07-24,0
5498-IBWPI,66,49.4,3251.85,annual,Credit card (automatic),1,0,1,1,1,22,9,2,32,7.9,2024-07-24,0
7696-AMHOD,49,78.0,3824.2,annual,Credit card (automatic),0,0,1,1,4,22,6,1,0,-9.0,2024-07-25,0
2181-TIDSV,68,19.95,1303.25,biennial,Bank transfer (automatic),1,0,1,1,0,4,5,0,3,-14.3,2024-07-25,0
5857-TYBCJ,44,89.2,4040.2,monthly,Electronic check,1,1,1,0,2,19,6,2,2,10.8,2024-07-25,0
8466-PZBLH,67,104.6,6885.75,biennial,Bank transfer (automatic),0,0,1,1,4,12,5,1,13,13.5,2024-07-25,0
5712-AHQNN,43,91.65,3954.1,monthly,Electronic check,1,0,0,0,3,8,10,1,10,18.1,2024-07-25,0
5016-LIPDW,57,19.4,1061.6,annual,Mailed check,0,0,1,1,0,13,7,0,7,-14.7,2024-07-25,0
5366-OBVMR,18,50.3,908.75,monthly,Mailed check,1,0,1,0,1,22,1,0,3,8.2,2024-07-25,0
5173-WXOQV,2,64.2,143.65,monthly,Mailed check,1,0,1,0,3,21,3,0,0,4.8,2024-07-25,0
4859-ZSRDZ,58,55.5,3166.9,biennial,Credit card (automatic),1,0,1,1,4,12,9,0,5,33.0,2024-07-25,0
3605-JISKB,55,60.0,3316.1,annual,Credit card (automatic),0,1,1,0,2,12,2,1,3,18.7,2024-07-25,0
7480-SPLEF,69,26.0,1796.55,biennial,Bank transfer (automatic),1,0,1,1,0,16,8,2,9,15.5,2024-07-25,0
1360-JYXKQ,54,99.1,5437.1,annual,Electronic check,1,1,1,0,4,23,5,0,0,-39.1,2024-07-25,0
0988-JRWWP,3,54.2,140.4,monthly,Electronic check,1,0,0,0,1,8,5,1,4,-24.1,2024-07-25,0
6754-LZUKA,61,80.9,4932.5,biennial,Bank transfer (automatic),0,0,1,0,4,12,8,0,11,18.8,2024-07-25,0
2429-AYKKO,72,19.85,1434.1,biennial,Bank transfer (automatic),0,0,0,0,0,0,7,1,23,39.9,2024-07-25,0
5871-DGTXZ,32,19.8,607.7,annual,Mailed check,0,0,0,0,0,7,4,1,4,4.1,2024-07-25,0
1955-IBMMB,59,20.2,1192.3,biennial,Bank transfer (automatic),1,0,0,0,0,8,7,1,13,-26.3,2024-07-26,0
6661-EIPZC,48,29.5,1423.05,monthly,Credit card (automatic),1,0,1,1,1,10,8,1,17,5.1,2024-07-26,0
9140-CZQZZ,68,79.6,5515.8,biennial,Bank transfer (automatic),1,0,1,0,5,17,5,1,12,-16.0,2024-07-26,0
3363-EWLGO,5,19.95,109.6,monthly,Mailed check,0,0,0,0,0,26,2,1,10,-21.3,2024-07-26,0
3059-NGMXB,14,69.2,944.65,monthly,Mailed check,0,0,1,1,3,20,1,1,0,10.8,2024-07-26,0
8981-FJGLA,11,78.0,851.8,monthly,Mailed check,1,0,0,1,1,3,6,0,13,-29.4,2024-07-26,0
5356-KZCKT,58,24.45,1513.6,biennial,Credit card (automatic),1,0,0,0,0,25,7,2,21,-5.3,2024-07-26,0
7379-FNIUJ,2,100.2,198.5,monthly,Electronic check,0,0,0,0,4,5,7,2,15,3.5,2024-07-26,0
2019-HDCZY,63,102.6,6296.75,biennial,Electronic check,0,0,1,0,3,26,5,0,19,-7.5,2024-07-26,0
7075-BNDVQ,4,35.0,135.75,monthly,Mailed check,0,0,0,0,2,25,7,0,9,-16.9,2024-07-26,0
2650-GYRYL,33,19.45,600.25,annual,Bank transfer (automatic),1,0,1,1,0,15,7,0,0,-20.3,2024-07-26,0
6435-SRWBJ,5,82.75,417.75,monthly,Electronic check,1,0,0,0,2,10,6,0,8,4.9,2024-07-26,0
6377-WHAOX,60,106.15,6411.25,monthly,Electronic check,1,0,1,0,4,10,7,1,14,10.3,2024-07-26,0
3774-VBNXY,64,20.2,1277.75,biennial,Mailed check,0,0,1,1,0,30,5,0,15,-12.8,2024-07-26,0
7722-CVFXN,54,105.2,5637.85,annual,Electronic check,1,0,1,1,4,24,1,0,1,36.3,2024-07-26,0
4332-MUOEZ,20,94.3,1818.3,annual,Credit card (automatic),0,1,1,1,4,16,7,3,5,9.3,2024-07-26,0
3892-NXAZG,72,114.05,8289.2,biennial,Credit card (automatic),1,0,1,1,6,26,4,0,23,41.5,2024-07-26,0
3489-VSFRD,56,60.25,3282.75,annual,Credit card (automatic),1,0,0,0,3,16,6,1,4,-17.0,2024-07-26,0
6980-IMXXE,69,20.2,1412.65,biennial,Bank transfer (automatic),0,0,1,1,0,13,10,3,17,-1.9,2024-07-26,0
7010-ZMVBF,18,20.45,357.0,monthly,Mailed check,0,0,1,1,0,16,3,0,18,-17.7,2024-07-26,0
7014-ZZXAW,71,24.25,1732.95,biennial,Credit card (automatic),1,0,1,0,0,0,4,3,22,-7.7,2024-07-27,0
7572-KPVKK,62,104.05,6590.5,biennial,Electronic check,1,0,0,1,4,17,2,0,10,30.0,2024-07-27,0
7740-KKCXF,51,30.05,1529.45,monthly,Credit card (automatic),1,0,1,0,1,15,6,1,2,-24.1,2024-07-27,0
0859-YGKFW,18,20.05,345.9,annual,Bank transfer (automatic),0,0,1,1,0,15,6,1,8,-12.1,2024-07-27,0
0960-HUWBM,65,104.1,6700.05,biennial,Bank transfer (automatic),1,0,1,1,4,8,5,1,14,44.3,2024-07-27,0
1357-MVDOZ,11,59.65,683.25,monthly,Bank transfer (automatic),1,0,1,1,2,11,3,0,7,7.4,2024-07-27,0
5906-DVAPM,55,75.0,4213.9,annual,Credit card (automatic),1,0,1,1,4,22,3,0,7,31.3,2024-07-27,0
6115-ZTBFQ,72,65.5,4919.7,biennial,Bank transfer (automatic),0,0,1,0,6,15,7,2,16,-37.9,2024-07-27,0
1114-CENIM,54,55.0,3092.65,monthly,Credit card (automatic),1,0,0,1,1,0,4,0,13,-32.4,2024-07-27,1
2758-RNWXS,35,89.2,3251.3,annual,Electronic check,1,0,0,0,3,25,3,0,11,17.1,2024-07-27,0
6402-SSEJG,25,61.05,1540.2,annual,Electronic check,0,0,0,0,5,10,5,0,7,0.3,2024-07-27,0
2676-SSLTO,49,66.15,3199.0,biennial,Bank transfer (automatic),1,0,0,0,2,26,6,0,7,28.2,2024-07-27,0
2703-AMTUL,36,53.65,1939.35,annual,Mailed check,0,0,1,1,2,28,10,2,0,12.7,2024-07-27,0
5850-BDWCY,6,20.2,123.65,monthly,Mailed check,0,0,0,0,0,12,1,0,5,4.3,2024-07-27,0
4501-UYKBC,46,69.1,3255.35,annual,Credit card (automatic),1,1,0,0,3,12,5,1,3,-5.5,2024-07-27,0
2227-JRSJX,21,99.15,1956.4,monthly,Bank transfer (automatic),1,0,0,0,4,10,8,0,8,-1.8,2024-07-27,0
0620-XEFWH,4,18.85,84.2,monthly,Mailed check,0,0,1,1,0,18,6,1,20,-20.5,2024-07-27,0
8738-JOKAR,42,67.7,2882.25,annual,Mailed check,1,0,0,0,4,11,8,0,12,20.3,2024-07-27,0
5846-ABOBJ,71,24.45,1730.65,biennial,Bank transfer (automatic),0,0,1,0,0,24,5,0,17,-12.5,2024-07-28,0
0716-BQNDX,57,93.75,5625.55,biennial,Electronic check,0,1,0,0,3,14,6,0,0,-26.5,2024-07-28,0
5606-AMZBO,10,78.15,765.15,monthly,Credit card (automatic),1,0,1,0,1,8,6,0,19,-14.0,2024-07-28,0
5619-PTMIK,46,53.1,2459.8,monthly,Electronic check,0,0,1,0,1,21,10,3,30,-1.6,2024-07-28,0
5022-KVDQT,27,81.3,2272.8,monthly,Electronic check,1,0,0,0,1,26,3,3,22,-23.7,2024-07-28,0
3518-PZXZQ,1,55.3,55.3,monthly,Mailed check,1,0,1,0,1,14,8,0,21,46.6,2024-07-28,0
4712-UYOOI,20,20.0,417.65,monthly,Electronic check,0,0,1,1,0,14,5,2,3,-10.9,2024-07-28,0
4282-MSACW,68,117.2,8035.95,annual,Credit card (automatic),1,0,0,0,6,0,4,0,17,-17.8,2024-07-28,0
9711-FJTBX,56,85.85,4793.8,annual,Mailed check,1,0,1,1,3,25,7,0,3,-3.2,2024-07-28,0
0058-EVZWM,55,89.8,4959.6,monthly,Bank transfer (automatic),1,0,1,0,2,19,6,0,18,15.4,2024-07-28,0
3704-IEAXF,72,53.65,3784.0,biennial,Credit card (automatic),0,0,1,1,4,13,5,0,0,27.7,2024-07-28,0
7750-EYXWZ,12,60.65,743.3,annual,Electronic check,0,0,0,0,5,9,9,0,12,-7.3,2024-07-28,0
9146-JRIOX,14,25.55,372.45,monthly,Mailed check,0,0,1,1,0,16,3,0,7,27.7,2024-07-28,0
8149-AIQCG,39,73.15,2730.85,monthly,Credit card (automatic),1,0,0,0,0,17,7,0,0,-14.7,2024-07-29,0
6855-VLGOS,72,20.55,1432.55,biennial,Electronic check,0,0,1,1,0,15,6,1,15,1.8,2024-07-29,0
8887-IPQNC,7,44.25,313.45,monthly,Mailed check,1,0,1,0,0,18,7,0,1,10.9,2024-07-29,0
6253-WRFHY,13,64.75,877.35,annual,Electronic check,1,0,1,1,2,22,6,0,11,14.3,2024-07-29,0
0820-FNRNX,17,66.7,1077.05,monthly,Mailed check,1,0,1,1,3,18,5,0,0,31.6,2024-07-29,0
9391-YZEJW,62,94.0,5757.2,annual,Bank transfer (automatic),1,0,0,0,2,6,9,0,0,37.3,2024-07-29,0
2181-UAESM,2,53.45,119.5,monthly,Electronic check,0,0,0,0,2,8,6,0,5,8.2,2024-07-29,0
1699-TLDLZ,16,19.7,301.55,biennial,Mailed check,0,0,1,1,0,17,5,0,0,-6.1,2024-07-29,0
2480-SQIOB,4,44.8,169.65,monthly,Electronic check,0,0,1,1,0,27,5,2,9,28.5,2024-07-29,0
1565-RHDJD,4,84.05,333.55,monthly,Bank transfer (automatic),0,0,0,1,2,19,6,0,9,16.0,2024-07-29,1
